entry_date,status,skip_reason,next_trading_day,signal_timestamp,signal_close,spot_sma_25,signal_relation,direction,entry_price_points,exit_timestamp,exit_open_points,points_pnl,rupees_pnl,remarks
2022-11-24,TRADED,,2022-11-25,2022-11-24T15:15:00+05:30,18510.8,18382.12,ABOVE_SMA,LONG,18510.8,2022-11-25T09:15:00+05:30,18528.4,17.60,1144.00,
2022-11-25,TRADED,,2022-11-28,2022-11-25T15:15:00+05:30,18498.4,18482.49,ABOVE_SMA,LONG,18498.4,2022-11-28T09:15:00+05:30,18430.6,-67.80,-4407.00,
2022-11-28,TRADED,,2022-11-29,2022-11-28T15:15:00+05:30,18553.4,18573.86,BELOW_SMA,SHORT,18553.4,2022-11-29T09:15:00+05:30,18552.4,1.00,65.00,
2022-11-29,TRADED,,2022-11-30,2022-11-29T15:15:00+05:30,18603.6,18644.65,BELOW_SMA,SHORT,18603.6,2022-11-30T09:15:00+05:30,18625.7,-22.10,-1436.50,
2022-11-30,TRADED,,2022-12-01,2022-11-30T15:15:00+05:30,18776.9,18661.74,ABOVE_SMA,LONG,18776.9,2022-12-01T09:15:00+05:30,18871.9,95.00,6175.00,
2022-12-01,TRADED,,2022-12-02,2022-12-01T15:15:00+05:30,18800.9,18831.45,BELOW_SMA,SHORT,18800.9,2022-12-02T09:15:00+05:30,18752.4,48.50,3152.50,
2022-12-02,TRADED,,2022-12-05,2022-12-02T15:15:00+05:30,18705.2,18686.90,ABOVE_SMA,LONG,18705.2,2022-12-05T09:15:00+05:30,18719.6,14.40,936.00,
2022-12-05,TRADED,,2022-12-06,2022-12-05T15:15:00+05:30,18694.1,18656.67,ABOVE_SMA,LONG,18694.1,2022-12-06T09:15:00+05:30,18600.7,-93.40,-6071.00,
2022-12-06,TRADED,,2022-12-07,2022-12-06T15:15:00+05:30,18647.8,18616.03,ABOVE_SMA,LONG,18647.8,2022-12-07T09:15:00+05:30,18638.8,-9.00,-585.00,
2022-12-07,TRADED,,2022-12-08,2022-12-07T15:15:00+05:30,18551.6,18599.02,BELOW_SMA,SHORT,18551.6,2022-12-08T09:15:00+05:30,18570.8,-19.20,-1248.00,
2022-12-08,TRADED,,2022-12-09,2022-12-08T15:15:00+05:30,18614.4,18585.46,ABOVE_SMA,LONG,18614.4,2022-12-09T09:15:00+05:30,18662.4,48.00,3120.00,
2022-12-09,TRADED,,2022-12-12,2022-12-09T15:15:00+05:30,18493.2,18528.91,BELOW_SMA,SHORT,18493.2,2022-12-12T09:15:00+05:30,18402.2,91.00,5915.00,
2022-12-12,TRADED,,2022-12-13,2022-12-12T15:15:00+05:30,18494.7,18474.35,ABOVE_SMA,LONG,18494.7,2022-12-13T09:15:00+05:30,18524.4,29.70,1930.50,
2022-12-13,TRADED,,2022-12-14,2022-12-13T15:15:00+05:30,18594.3,18568.95,ABOVE_SMA,LONG,18594.3,2022-12-14T09:15:00+05:30,18671.2,76.90,4998.50,
2022-12-14,TRADED,,2022-12-15,2022-12-14T15:15:00+05:30,18643.0,18668.82,BELOW_SMA,SHORT,18643.0,2022-12-15T09:15:00+05:30,18614.4,28.60,1859.00,
2022-12-15,TRADED,,2022-12-16,2022-12-15T15:15:00+05:30,18399.8,18529.58,BELOW_SMA,SHORT,18399.8,2022-12-16T09:15:00+05:30,18319.1,80.70,5245.50,
2022-12-16,TRADED,,2022-12-19,2022-12-16T15:15:00+05:30,18270.1,18332.41,BELOW_SMA,SHORT,18270.1,2022-12-19T09:15:00+05:30,18288.1,-18.00,-1170.00,
2022-12-19,TRADED,,2022-12-20,2022-12-19T15:15:00+05:30,18426.2,18356.76,ABOVE_SMA,LONG,18426.2,2022-12-20T09:15:00+05:30,18340.3,-85.90,-5583.50,
2022-12-20,TRADED,,2022-12-21,2022-12-20T15:15:00+05:30,18385.8,18270.91,ABOVE_SMA,LONG,18385.8,2022-12-21T09:15:00+05:30,18435.2,49.40,3211.00,
2022-12-21,TRADED,,2022-12-22,2022-12-21T15:15:00+05:30,18207.6,18311.04,BELOW_SMA,SHORT,18207.6,2022-12-22T09:15:00+05:30,18288.8,-81.20,-5278.00,
2022-12-22,TRADED,,2022-12-23,2022-12-22T15:15:00+05:30,18114.7,18131.11,BELOW_SMA,SHORT,18114.7,2022-12-23T09:15:00+05:30,17977.7,137.00,8905.00,
2022-12-23,TRADED,,2022-12-26,2022-12-23T15:15:00+05:30,17824.1,17901.20,BELOW_SMA,SHORT,17824.1,2022-12-26T09:15:00+05:30,17830.4,-6.30,-409.50,
2022-12-26,TRADED,,2022-12-27,2022-12-26T15:15:00+05:30,18009.6,17981.92,ABOVE_SMA,LONG,18009.6,2022-12-27T09:15:00+05:30,18089.8,80.20,5213.00,
2022-12-27,TRADED,,2022-12-28,2022-12-27T15:15:00+05:30,18136.0,18062.75,ABOVE_SMA,LONG,18136.0,2022-12-28T09:15:00+05:30,18084.8,-51.20,-3328.00,
2022-12-28,TRADED,,2022-12-29,2022-12-28T15:15:00+05:30,18106.9,18131.59,BELOW_SMA,SHORT,18106.9,2022-12-29T09:15:00+05:30,18045.7,61.20,3978.00,
2022-12-29,TRADED,,2022-12-30,2022-12-29T15:15:00+05:30,18210.4,18056.71,ABOVE_SMA,LONG,18210.4,2022-12-30T09:15:00+05:30,18259.1,48.70,3165.50,
2022-12-30,TRADED,,2023-01-02,2022-12-30T15:15:00+05:30,18117.1,18204.40,BELOW_SMA,SHORT,18117.1,2023-01-02T09:15:00+05:30,18131.7,-14.60,-949.00,
2023-01-02,TRADED,,2023-01-03,2023-01-02T15:15:00+05:30,18208.9,18170.83,ABOVE_SMA,LONG,18208.9,2023-01-03T09:15:00+05:30,18163.2,-45.70,-2970.50,
2023-01-03,TRADED,,2023-01-04,2023-01-03T15:15:00+05:30,18234.3,18211.82,ABOVE_SMA,LONG,18234.3,2023-01-04T09:15:00+05:30,18230.7,-3.60,-234.00,
2023-01-04,TRADED,,2023-01-05,2023-01-04T15:15:00+05:30,18036.8,18098.81,BELOW_SMA,SHORT,18036.8,2023-01-05T09:15:00+05:30,18101.9,-65.10,-4231.50,
2023-01-05,TRADED,,2023-01-06,2023-01-05T15:15:00+05:30,17999.8,17987.46,ABOVE_SMA,LONG,17999.8,2023-01-06T09:15:00+05:30,18008.1,8.30,539.50,
2023-01-06,TRADED,,2023-01-09,2023-01-06T15:15:00+05:30,17865.8,17895.58,BELOW_SMA,SHORT,17865.8,2023-01-09T09:15:00+05:30,17952.6,-86.80,-5642.00,
2023-01-09,TRADED,,2023-01-10,2023-01-09T15:15:00+05:30,18088.8,18076.28,ABOVE_SMA,LONG,18088.8,2023-01-10T09:15:00+05:30,18121.3,32.50,2112.50,
2023-01-10,TRADED,,2023-01-11,2023-01-10T15:15:00+05:30,17925.3,17934.79,BELOW_SMA,SHORT,17925.3,2023-01-11T09:15:00+05:30,17924.2,1.10,71.50,
2023-01-11,TRADED,,2023-01-12,2023-01-11T15:15:00+05:30,17888.4,17906.08,BELOW_SMA,SHORT,17888.4,2023-01-12T09:15:00+05:30,17920.8,-32.40,-2106.00,
2023-01-12,TRADED,,2023-01-13,2023-01-12T15:15:00+05:30,17866.0,17830.67,ABOVE_SMA,LONG,17866.0,2023-01-13T09:15:00+05:30,17867.5,1.50,97.50,
2023-01-13,TRADED,,2023-01-16,2023-01-13T15:15:00+05:30,17950.5,17884.99,ABOVE_SMA,LONG,17950.5,2023-01-16T09:15:00+05:30,18033.2,82.70,5375.50,
2023-01-16,TRADED,,2023-01-17,2023-01-16T15:15:00+05:30,17891.7,17925.98,BELOW_SMA,SHORT,17891.7,2023-01-17T09:15:00+05:30,17922.8,-31.10,-2021.50,
2023-01-17,TRADED,,2023-01-18,2023-01-17T15:15:00+05:30,18056.8,17990.94,ABOVE_SMA,LONG,18056.8,2023-01-18T09:15:00+05:30,18074.3,17.50,1137.50,
2023-01-18,TRADED,,2023-01-19,2023-01-18T15:15:00+05:30,18163.8,18145.27,ABOVE_SMA,LONG,18163.8,2023-01-19T09:15:00+05:30,18119.8,-44.00,-2860.00,
2023-01-19,TRADED,,2023-01-20,2023-01-19T15:15:00+05:30,18089.1,18113.08,BELOW_SMA,SHORT,18089.1,2023-01-20T09:15:00+05:30,18115.6,-26.50,-1722.50,
2023-01-20,TRADED,,2023-01-23,2023-01-20T15:15:00+05:30,18027.3,18084.92,BELOW_SMA,SHORT,18027.3,2023-01-23T09:15:00+05:30,18118.4,-91.10,-5921.50,
2023-01-23,TRADED,,2023-01-24,2023-01-23T15:15:00+05:30,18104.9,18121.70,BELOW_SMA,SHORT,18104.9,2023-01-24T09:15:00+05:30,18183.9,-79.00,-5135.00,
2023-01-24,TRADED,,2023-01-25,2023-01-24T15:15:00+05:30,18101.2,18134.08,BELOW_SMA,SHORT,18101.2,2023-01-25T09:15:00+05:30,18093.3,7.90,513.50,
2023-01-25,TRADED,,2023-01-27,2023-01-25T15:15:00+05:30,17910.1,17923.88,BELOW_SMA,SHORT,17910.1,2023-01-27T09:15:00+05:30,17877.2,32.90,2138.50,
2023-01-27,TRADED,,2023-01-30,2023-01-27T15:15:00+05:30,17607.9,17625.70,BELOW_SMA,SHORT,17607.9,2023-01-30T09:15:00+05:30,17541.9,66.00,4290.00,
2023-01-30,TRADED,,2023-01-31,2023-01-30T15:15:00+05:30,17667.2,17564.92,ABOVE_SMA,LONG,17667.2,2023-01-31T09:15:00+05:30,17731.4,64.20,4173.00,
2023-01-31,TRADED,,2023-02-01,2023-01-31T15:15:00+05:30,17682.6,17625.77,ABOVE_SMA,LONG,17682.6,2023-02-01T09:15:00+05:30,17811.6,129.00,8385.00,
2023-02-01,TRADED,,2023-02-02,2023-02-01T15:15:00+05:30,17605.4,17751.60,BELOW_SMA,SHORT,17605.4,2023-02-02T09:15:00+05:30,17517.1,88.30,5739.50,
2023-02-02,TRADED,,2023-02-03,2023-02-02T15:15:00+05:30,17611.8,17576.75,ABOVE_SMA,LONG,17611.8,2023-02-03T09:15:00+05:30,17721.8,110.00,7150.00,
2023-02-03,TRADED,,2023-02-06,2023-02-03T15:15:00+05:30,17830.8,17704.02,ABOVE_SMA,LONG,17830.8,2023-02-06T09:15:00+05:30,17818.6,-12.20,-793.00,
2023-02-06,TRADED,,2023-02-07,2023-02-06T15:15:00+05:30,17762.0,17745.96,ABOVE_SMA,LONG,17762.0,2023-02-07T09:15:00+05:30,17790.1,28.10,1826.50,
2023-02-07,TRADED,,2023-02-08,2023-02-07T15:15:00+05:30,17720.4,17731.88,BELOW_SMA,SHORT,17720.4,2023-02-08T09:15:00+05:30,17750.3,-29.90,-1943.50,
2023-02-08,TRADED,,2023-02-09,2023-02-08T15:15:00+05:30,17862.5,17857.00,ABOVE_SMA,LONG,17862.5,2023-02-09T09:15:00+05:30,17885.5,23.00,1495.00,
2023-02-09,TRADED,,2023-02-10,2023-02-09T15:15:00+05:30,17897.1,17860.13,ABOVE_SMA,LONG,17897.1,2023-02-10T09:15:00+05:30,17847.6,-49.50,-3217.50,
2023-02-10,TRADED,,2023-02-13,2023-02-10T15:15:00+05:30,17843.3,17840.31,ABOVE_SMA,LONG,17843.3,2023-02-13T09:15:00+05:30,17859.1,15.80,1027.00,
2023-02-13,TRADED,,2023-02-14,2023-02-13T15:15:00+05:30,17765.5,17773.18,BELOW_SMA,SHORT,17765.5,2023-02-14T09:15:00+05:30,17840.3,-74.80,-4862.00,
2023-02-14,TRADED,,2023-02-15,2023-02-14T15:15:00+05:30,17921.8,17887.19,ABOVE_SMA,LONG,17921.8,2023-02-15T09:15:00+05:30,17896.6,-25.20,-1638.00,
2023-02-15,TRADED,,2023-02-16,2023-02-15T15:15:00+05:30,18023.2,17931.16,ABOVE_SMA,LONG,18023.2,2023-02-16T09:15:00+05:30,18094.8,71.60,4654.00,
2023-02-16,TRADED,,2023-02-17,2023-02-16T15:15:00+05:30,18015.2,18088.40,BELOW_SMA,SHORT,18015.2,2023-02-17T09:15:00+05:30,17974.8,40.40,2626.00,
2023-02-17,TRADED,,2023-02-20,2023-02-17T15:15:00+05:30,17942.6,17956.27,BELOW_SMA,SHORT,17942.6,2023-02-20T09:15:00+05:30,17965.6,-23.00,-1495.00,
2023-02-20,TRADED,,2023-02-21,2023-02-20T15:15:00+05:30,17847.7,17907.00,BELOW_SMA,SHORT,17847.7,2023-02-21T09:15:00+05:30,17905.8,-58.10,-3776.50,
2023-02-21,TRADED,,2023-02-22,2023-02-21T15:15:00+05:30,17842.1,17866.59,BELOW_SMA,SHORT,17842.1,2023-02-22T09:15:00+05:30,17755.3,86.80,5642.00,
2023-02-22,TRADED,,2023-02-23,2023-02-22T15:15:00+05:30,17552.5,17626.91,BELOW_SMA,SHORT,17552.5,2023-02-23T09:15:00+05:30,17574.7,-22.20,-1443.00,
2023-02-23,TRADED,,2023-02-24,2023-02-23T15:15:00+05:30,17523.8,17557.26,BELOW_SMA,SHORT,17523.8,2023-02-24T09:15:00+05:30,17591.3,-67.50,-4387.50,
2023-02-24,TRADED,,2023-02-27,2023-02-24T15:15:00+05:30,17465.4,17488.04,BELOW_SMA,SHORT,17465.4,2023-02-27T09:15:00+05:30,17428.6,36.80,2392.00,
2023-02-27,TRADED,,2023-02-28,2023-02-27T15:15:00+05:30,17406.3,17353.59,ABOVE_SMA,LONG,17406.3,2023-02-28T09:15:00+05:30,17383.2,-23.10,-1501.50,
2023-02-28,TRADED,,2023-03-01,2023-02-28T15:15:00+05:30,17317.2,17352.41,BELOW_SMA,SHORT,17317.2,2023-03-01T09:15:00+05:30,17360.1,-42.90,-2788.50,
2023-03-01,TRADED,,2023-03-02,2023-03-01T15:15:00+05:30,17457.2,17423.77,ABOVE_SMA,LONG,17457.2,2023-03-02T09:15:00+05:30,17421.5,-35.70,-2320.50,
2023-03-02,TRADED,,2023-03-03,2023-03-02T15:15:00+05:30,17318.7,17356.92,BELOW_SMA,SHORT,17318.7,2023-03-03T09:15:00+05:30,17451.2,-132.50,-8612.50,
2023-03-03,TRADED,,2023-03-06,2023-03-03T15:15:00+05:30,17592.3,17560.29,ABOVE_SMA,LONG,17592.3,2023-03-06T09:15:00+05:30,17680.3,88.00,5720.00,
2023-03-06,TRADED,,2023-03-08,2023-03-06T15:15:00+05:30,17719.8,17755.08,BELOW_SMA,SHORT,17719.8,2023-03-08T09:15:00+05:30,17665.8,54.00,3510.00,
2023-03-08,TRADED,,2023-03-09,2023-03-08T15:15:00+05:30,17751.5,17686.55,ABOVE_SMA,LONG,17751.5,2023-03-09T09:15:00+05:30,17772.1,20.60,1339.00,
2023-03-09,TRADED,,2023-03-10,2023-03-09T15:15:00+05:30,17582.8,17665.06,BELOW_SMA,SHORT,17582.8,2023-03-10T09:15:00+05:30,17443.8,139.00,9035.00,
2023-03-10,TRADED,,2023-03-13,2023-03-10T15:15:00+05:30,17418.6,17397.35,ABOVE_SMA,LONG,17418.6,2023-03-13T09:15:00+05:30,17421.9,3.30,214.50,
2023-03-13,TRADED,,2023-03-14,2023-03-13T15:15:00+05:30,17184.6,17314.13,BELOW_SMA,SHORT,17184.6,2023-03-14T09:15:00+05:30,17160.6,24.00,1560.00,
2023-03-14,TRADED,,2023-03-15,2023-03-14T15:15:00+05:30,17068.7,17079.64,BELOW_SMA,SHORT,17068.7,2023-03-15T09:15:00+05:30,17166.4,-97.70,-6350.50,
2023-03-15,TRADED,,2023-03-16,2023-03-15T15:15:00+05:30,16973.8,17086.38,BELOW_SMA,SHORT,16973.8,2023-03-16T09:15:00+05:30,16994.7,-20.90,-1358.50,
2023-03-16,TRADED,,2023-03-17,2023-03-16T15:15:00+05:30,17010.4,16966.68,ABOVE_SMA,LONG,17010.4,2023-03-17T09:15:00+05:30,17111.8,101.40,6591.00,
2023-03-17,TRADED,,2023-03-20,2023-03-17T15:15:00+05:30,17123.7,17042.52,ABOVE_SMA,LONG,17123.7,2023-03-20T09:15:00+05:30,17066.6,-57.10,-3711.50,
2023-03-20,TRADED,,2023-03-21,2023-03-20T15:15:00+05:30,17003.4,16910.00,ABOVE_SMA,LONG,17003.4,2023-03-21T09:15:00+05:30,17060.4,57.00,3705.00,
2023-03-21,TRADED,,2023-03-22,2023-03-21T15:15:00+05:30,17106.9,17074.51,ABOVE_SMA,LONG,17106.9,2023-03-22T09:15:00+05:30,17177.4,70.50,4582.50,
2023-03-22,TRADED,,2023-03-23,2023-03-22T15:15:00+05:30,17142.8,17142.29,ABOVE_SMA,LONG,17142.8,2023-03-23T09:15:00+05:30,17097.4,-45.40,-2951.00,
2023-03-23,TRADED,,2023-03-24,2023-03-23T15:15:00+05:30,17068.4,17137.80,BELOW_SMA,SHORT,17068.4,2023-03-24T09:15:00+05:30,17076.2,-7.80,-507.00,
2023-03-24,TRADED,,2023-03-27,2023-03-24T15:15:00+05:30,16932.6,17035.58,BELOW_SMA,SHORT,16932.6,2023-03-27T09:15:00+05:30,16984.3,-51.70,-3360.50,
2023-03-27,TRADED,,2023-03-28,2023-03-27T15:15:00+05:30,16963.4,17020.30,BELOW_SMA,SHORT,16963.4,2023-03-28T09:15:00+05:30,17031.8,-68.40,-4446.00,
2023-03-28,TRADED,,2023-03-29,2023-03-28T15:15:00+05:30,16956.8,16959.78,BELOW_SMA,SHORT,16956.8,2023-03-29T09:15:00+05:30,16977.3,-20.50,-1332.50,
2023-03-29,TRADED,,2023-03-31,2023-03-29T15:15:00+05:30,17115.6,17008.79,ABOVE_SMA,LONG,17115.6,2023-03-31T09:15:00+05:30,17210.3,94.70,6155.50,
2023-03-31,TRADED,,2023-04-03,2023-03-31T15:15:00+05:30,17356.8,17303.46,ABOVE_SMA,LONG,17356.8,2023-04-03T09:15:00+05:30,17427.9,71.10,4621.50,
2023-04-03,TRADED,,2023-04-05,2023-04-03T15:15:00+05:30,17399.7,17356.58,ABOVE_SMA,LONG,17399.7,2023-04-05T09:15:00+05:30,17422.3,22.60,1469.00,
2023-04-05,TRADED,,2023-04-06,2023-04-05T15:15:00+05:30,17561.0,17513.60,ABOVE_SMA,LONG,17561.0,2023-04-06T09:15:00+05:30,17533.8,-27.20,-1768.00,
2023-04-06,TRADED,,2023-04-10,2023-04-06T15:15:00+05:30,17602.0,17592.32,ABOVE_SMA,LONG,17602.0,2023-04-10T09:15:00+05:30,17634.9,32.90,2138.50,
2023-04-10,TRADED,,2023-04-11,2023-04-10T15:15:00+05:30,17613.1,17643.05,BELOW_SMA,SHORT,17613.1,2023-04-11T09:15:00+05:30,17704.8,-91.70,-5960.50,
2023-04-11,TRADED,,2023-04-12,2023-04-11T15:15:00+05:30,17722.2,17702.55,ABOVE_SMA,LONG,17722.2,2023-04-12T09:15:00+05:30,17759.6,37.40,2431.00,
2023-04-12,TRADED,,2023-04-13,2023-04-12T15:15:00+05:30,17817.9,17777.26,ABOVE_SMA,LONG,17817.9,2023-04-13T09:15:00+05:30,17807.3,-10.60,-689.00,
2023-04-13,TRADED,,2023-04-17,2023-04-13T15:15:00+05:30,17828.2,17780.84,ABOVE_SMA,LONG,17828.2,2023-04-17T09:15:00+05:30,17863.0,34.80,2262.00,
2023-04-17,TRADED,,2023-04-18,2023-04-17T15:15:00+05:30,17704.1,17663.41,ABOVE_SMA,LONG,17704.1,2023-04-18T09:15:00+05:30,17746.8,42.70,2775.50,
2023-04-18,TRADED,,2023-04-19,2023-04-18T15:15:00+05:30,17661.6,17673.50,BELOW_SMA,SHORT,17661.6,2023-04-19T09:15:00+05:30,17653.3,8.30,539.50,
2023-04-19,TRADED,,2023-04-20,2023-04-19T15:15:00+05:30,17610.2,17629.65,BELOW_SMA,SHORT,17610.2,2023-04-20T09:15:00+05:30,17638.6,-28.40,-1846.00,
2023-04-20,TRADED,,2023-04-21,2023-04-20T15:15:00+05:30,17623.9,17618.06,ABOVE_SMA,LONG,17623.9,2023-04-21T09:15:00+05:30,17639.8,15.90,1033.50,
2023-04-21,TRADED,,2023-04-24,2023-04-21T15:15:00+05:30,17618.9,17605.75,ABOVE_SMA,LONG,17618.9,2023-04-24T09:15:00+05:30,17707.6,88.70,5765.50,
2023-04-24,TRADED,,2023-04-25,2023-04-24T15:15:00+05:30,17748.0,17669.10,ABOVE_SMA,LONG,17748.0,2023-04-25T09:15:00+05:30,17761.6,13.60,884.00,
2023-04-25,TRADED,,2023-04-26,2023-04-25T15:15:00+05:30,17761.9,17770.05,BELOW_SMA,SHORT,17761.9,2023-04-26T09:15:00+05:30,17767.3,-5.40,-351.00,
2023-04-26,TRADED,,2023-04-27,2023-04-26T15:15:00+05:30,17817.9,17777.19,ABOVE_SMA,LONG,17817.9,2023-04-27T09:15:00+05:30,17813.1,-4.80,-312.00,
2023-04-27,TRADED,,2023-04-28,2023-04-27T15:15:00+05:30,17923.2,17859.33,ABOVE_SMA,LONG,17923.2,2023-04-28T09:15:00+05:30,17950.4,27.20,1768.00,
2023-04-28,TRADED,,2023-05-02,2023-04-28T15:15:00+05:30,18049.6,17959.14,ABOVE_SMA,LONG,18049.6,2023-05-02T09:15:00+05:30,18124.8,75.20,4888.00,
2023-05-02,TRADED,,2023-05-03,2023-05-02T15:15:00+05:30,18136.1,18157.57,BELOW_SMA,SHORT,18136.1,2023-05-03T09:15:00+05:30,18113.8,22.30,1449.50,
2023-05-03,TRADED,,2023-05-04,2023-05-03T15:15:00+05:30,18082.7,18081.05,ABOVE_SMA,LONG,18082.7,2023-05-04T09:15:00+05:30,18081.0,-1.70,-110.50,
2023-05-04,TRADED,,2023-05-05,2023-05-04T15:15:00+05:30,18238.6,18169.62,ABOVE_SMA,LONG,18238.6,2023-05-05T09:15:00+05:30,18117.3,-121.30,-7884.50,
2023-05-05,TRADED,,2023-05-08,2023-05-05T15:15:00+05:30,18069.9,18146.10,BELOW_SMA,SHORT,18069.9,2023-05-08T09:15:00+05:30,18120.6,-50.70,-3295.50,
2023-05-08,TRADED,,2023-05-09,2023-05-08T15:15:00+05:30,18269.8,18250.10,ABOVE_SMA,LONG,18269.8,2023-05-09T09:15:00+05:30,18303.4,33.60,2184.00,
2023-05-09,TRADED,,2023-05-10,2023-05-09T15:15:00+05:30,18258.3,18302.65,BELOW_SMA,SHORT,18258.3,2023-05-10T09:15:00+05:30,18313.6,-55.30,-3594.50,
2023-05-10,TRADED,,2023-05-11,2023-05-10T15:15:00+05:30,18311.0,18272.25,ABOVE_SMA,LONG,18311.0,2023-05-11T09:15:00+05:30,18357.8,46.80,3042.00,
2023-05-11,TRADED,,2023-05-12,2023-05-11T15:15:00+05:30,18304.5,18317.01,BELOW_SMA,SHORT,18304.5,2023-05-12T09:15:00+05:30,18273.8,30.70,1995.50,
2023-05-12,TRADED,,2023-05-15,2023-05-12T15:15:00+05:30,18312.2,18287.45,ABOVE_SMA,LONG,18312.2,2023-05-15T09:15:00+05:30,18339.3,27.10,1761.50,
2023-05-15,TRADED,,2023-05-16,2023-05-15T15:15:00+05:30,18384.6,18410.10,BELOW_SMA,SHORT,18384.6,2023-05-16T09:15:00+05:30,18432.3,-47.70,-3100.50,
2023-05-16,TRADED,,2023-05-17,2023-05-16T15:15:00+05:30,18276.8,18359.77,BELOW_SMA,SHORT,18276.8,2023-05-17T09:15:00+05:30,18300.4,-23.60,-1534.00,
2023-05-17,TRADED,,2023-05-18,2023-05-17T15:15:00+05:30,18197.9,18186.92,ABOVE_SMA,LONG,18197.9,2023-05-18T09:15:00+05:30,18287.5,89.60,5824.00,
2023-05-18,TRADED,,2023-05-19,2023-05-18T15:15:00+05:30,18134.7,18208.79,BELOW_SMA,SHORT,18134.7,2023-05-19T09:15:00+05:30,18186.2,-51.50,-3347.50,
2023-05-19,TRADED,,2023-05-22,2023-05-19T15:15:00+05:30,18205.4,18134.44,ABOVE_SMA,LONG,18205.4,2023-05-22T09:15:00+05:30,18201.1,-4.30,-279.50,
2023-05-22,TRADED,,2023-05-23,2023-05-22T15:15:00+05:30,18303.3,18290.78,ABOVE_SMA,LONG,18303.3,2023-05-23T09:15:00+05:30,18362.9,59.60,3874.00,
2023-05-23,TRADED,,2023-05-24,2023-05-23T15:15:00+05:30,18333.8,18394.16,BELOW_SMA,SHORT,18333.8,2023-05-24T09:15:00+05:30,18294.8,39.00,2535.00,
2023-05-24,TRADED,,2023-05-25,2023-05-24T15:15:00+05:30,18287.0,18329.30,BELOW_SMA,SHORT,18287.0,2023-05-25T09:15:00+05:30,18268.9,18.10,1176.50,
2023-05-25,TRADED,,2023-05-26,2023-05-25T15:15:00+05:30,18335.9,18251.87,ABOVE_SMA,LONG,18335.9,2023-05-26T09:15:00+05:30,18368.3,32.40,2106.00,
2023-05-26,TRADED,,2023-05-29,2023-05-26T15:15:00+05:30,18491.9,18433.30,ABOVE_SMA,LONG,18491.9,2023-05-29T09:15:00+05:30,18619.2,127.30,8274.50,
2023-05-29,TRADED,,2023-05-30,2023-05-29T15:15:00+05:30,18601.1,18610.62,BELOW_SMA,SHORT,18601.1,2023-05-30T09:15:00+05:30,18606.7,-5.60,-364.00,
2023-05-30,TRADED,,2023-05-31,2023-05-30T15:15:00+05:30,18639.9,18621.92,ABOVE_SMA,LONG,18639.9,2023-05-31T09:15:00+05:30,18594.2,-45.70,-2970.50,
2023-05-31,TRADED,,2023-06-01,2023-05-31T15:15:00+05:30,18521.3,18528.98,BELOW_SMA,SHORT,18521.3,2023-06-01T09:15:00+05:30,18579.4,-58.10,-3776.50,
2023-06-01,TRADED,,2023-06-02,2023-06-01T15:15:00+05:30,18486.1,18544.07,BELOW_SMA,SHORT,18486.1,2023-06-02T09:15:00+05:30,18550.8,-64.70,-4205.50,
2023-06-02,TRADED,,2023-06-05,2023-06-02T15:15:00+05:30,18525.8,18527.09,BELOW_SMA,SHORT,18525.8,2023-06-05T09:15:00+05:30,18612.0,-86.20,-5603.00,
2023-06-05,TRADED,,2023-06-06,2023-06-05T15:15:00+05:30,18599.9,18616.08,BELOW_SMA,SHORT,18599.9,2023-06-06T09:15:00+05:30,18600.8,-0.90,-58.50,
2023-06-06,TRADED,,2023-06-07,2023-06-06T15:15:00+05:30,18617.1,18565.05,ABOVE_SMA,LONG,18617.1,2023-06-07T09:15:00+05:30,18665.6,48.50,3152.50,
2023-06-07,TRADED,,2023-06-08,2023-06-07T15:15:00+05:30,18730.3,18675.12,ABOVE_SMA,LONG,18730.3,2023-06-08T09:15:00+05:30,18725.3,-5.00,-325.00,
2023-06-08,TRADED,,2023-06-09,2023-06-08T15:15:00+05:30,18646.9,18712.81,BELOW_SMA,SHORT,18646.9,2023-06-09T09:15:00+05:30,18655.9,-9.00,-585.00,
2023-06-09,TRADED,,2023-06-12,2023-06-09T15:15:00+05:30,18567.3,18608.38,BELOW_SMA,SHORT,18567.3,2023-06-12T09:15:00+05:30,18595.1,-27.80,-1807.00,
2023-06-12,TRADED,,2023-06-13,2023-06-12T15:15:00+05:30,18614.9,18601.07,ABOVE_SMA,LONG,18614.9,2023-06-13T09:15:00+05:30,18631.8,16.90,1098.50,
2023-06-13,TRADED,,2023-06-14,2023-06-13T15:15:00+05:30,18718.7,18702.95,ABOVE_SMA,LONG,18718.7,2023-06-14T09:15:00+05:30,18744.6,25.90,1683.50,
2023-06-14,TRADED,,2023-06-15,2023-06-14T15:15:00+05:30,18749.7,18738.58,ABOVE_SMA,LONG,18749.7,2023-06-15T09:15:00+05:30,18774.4,24.70,1605.50,
2023-06-15,TRADED,,2023-06-16,2023-06-15T15:15:00+05:30,18682.2,18733.16,BELOW_SMA,SHORT,18682.2,2023-06-16T09:15:00+05:30,18723.3,-41.10,-2671.50,
2023-06-16,TRADED,,2023-06-19,2023-06-16T15:15:00+05:30,18823.6,18778.03,ABOVE_SMA,LONG,18823.6,2023-06-19T09:15:00+05:30,18873.3,49.70,3230.50,
